label,text
pos,characters great much great much get people good characters time much good good really well well great really human great characters time best best time much get well good man time good great time well time much good great people really braveheart two even really good best people much even good time great people great time really get characters good well really much time well little great great people well great get good time people little much time well get well best much good much braveheart characters well even well much good good good little really even people great get time best best good great 
neg,much bad plot people make plot really could people really time end make much way bad time time bad much even really people plot time plot even good people much people get good even really make time end make time really bad people time bridget could really good people plot get bad good people plot much even really bad make good people even really get even bridget plot really way get bridget really get good plot get bridget first time people even really time even time good people way could good get plot make make bad bad get even much plot 
neg,make people really really even much much people much good much bad bad people people much even two even even good time really time even get really make time really good bad even people well even make much get even bad even time even bad people time make people even time really bad much get time really much bad time even people bad really make really make even bad make time good much bad even get bad even never make even time even plot bad even people bad time much really much make even real people much make really really time time 
neg,good good much much end time good get get plot make people people really much really plot even people really good get plot get good could even time time time bad good time make good people good people bad bad bad time even plot bad plot make really make time bad much much time get good people make time get bad lugosi bad man get time time even make people bad much time plot real much much bad time people time bad really even even bad two really people people make time much even good even make time make plot even even people two bad even even really much bad good bad really time even plot people make good good bad good people people even get good make plot 
neg,much get time bad much bad people lugosi man people much bad time bad people even much much much could good really even bad people bad good much bad good plot really really time good way time plot end make really plot much bad time even bad really make make people plot good plot people way lugosi time much people really bad time plot could people even man good could plot good bad get real bad time people time really time make even time could bad get good get make much people really make make get get plot make bad bad plot good even people two really even bad even really even time bad even time good two well get plot time 
neg,much really good even get people even even get make really make could even make people really time time get much plot plot plot people even good bad much make good good much much even good really time even could good bad two really time make much really people time bad really make could plot make really even good even really people much make much plot good good time get get music bad time people much much much time bad time good good get even really time people people could never even much bad even much make music people plot much first bad time time end people 
pos,time get best people even great good roy much really time time good well really great really good best well even much great good little good time much characters get first well get really characters even good even much great really well time time really well little good good even much much great even much time even great time great get even best people good good good well good best well time great great get much much good people characters time well people great really really even well good father good well best really much really get well good good even get man much characters well time great great good well time good time much little much much really well great well good even well men much characters great people well 
neg,even time people make really people really even two make good even end bad bad even good real people good plot good real people plot make even really even bad really people people get lugosi much really much even even people much people good really really bad good good even plot really time even much good get bad get good really even first get plot get good plot make make even really time good really time even bad even even people get two could much even lugosi could bad get bad plot make even good even make people good 
pos,even time well get good great get people good well first time even much get great even time great time great philip great much time much even great father good time first time first people good get great really good well time even much well really really good get great great well best braveheart great little time great get get great really even great little really back little much people time good time good time people little great time great well even good well great really well good even even little much really great characters good rob 
neg,time time never bad time really good even plot bad good time black really time much people even even make even plot really time even time people good make make real man time lugosi get real two even bad plot little good even much make time two time music much really much way bad even music plot really time much really really way much really make really people even bad good good time even even good much make even could good bad even bad plot make make time get plot really bad people even even first much bad good 
neg,get people bad make really bridget even first really plot really time people much good bridget bad bad time time people lugosi much could good even people even much plot bad end make time time people make people bad two much could time bad even bad really first could bad time make make time people make good bad make make much bad much even time good plot good people bad people good time much even make really get even good black even plot man time much really much bad get plot people even even make bad bad time much make make really time time time get make 
pos,roy good great time even man little get get great much even well really best well well good little even really well get even really well really great good get really well much great even even people good people great really well get people people time even time great really good get even time even get well good get man good good much well time people well get well much get good best really time well time time well good really time much time well people even good really people people two really even really good great really good time much really get good good well characters time really get even great well great good even much good time much best get even time get even even much well much much well 
neg,never even get much even plot time good time good make make much plot good good bad time plot time good really time get real black plot even make make plot bad get plot people good first bad plot much really bridget make much good time time little much plot much much people bad even bad bad bad first bad get even even bad even bad get make much really make bad good make good time really bad bad really plot make people could little get good bad make people plot get much bad first 
pos,time time get people get time father people good well even get good rob even good really great really even good much even really really really well good little good braveheart get great well great time much good much even good great time much characters time good really really people even great time well well time great mildred get men good great little father even get best really best great well get really great war well good get good great really characters really great two great little much much first father much even much best love good really mildred characters well much time really get really get much great good good time get good great well get father 
pos,great much much good time great little even great even good good good much little well get great well well characters characters time best even well great really mildred even great best great well best characters really really man really get good even time much well get get even little great even well much even time good much good even good time great characters people good characters really good really even get great great time even good good little time get human time get time father good characters even great little well human really best good good really really time best really really good really great time good good great even even much good little great good even characters great time good great really great time time get 
neg,good really make much good much time even really get bad even bad much even bad make really good plot time good make get bad even get even much good bad really even much bad good plot make much people time man good even make get make get bad bad good much bad bad much make bad time bad first never even much get even get time even time plot good make good time good even people much people people bad time really people bad could time good get get first bad even really make really much really really really good two much even 
pos,even time really really good time well really even well characters time much much even really even even good time two much time great good really get little first much best good even good well get time little time really little characters good best well time really little get get much even really really great characters well good good well really get time really even best great great really good much even great good get get characters get well characters philip good best get great well much two even little even time philip get good much great really much good really even time good love time even time little well people great time 
pos,great jimmy time really much love time time really good people even really well great good much much people time time much really well much time well really time time time first good best time first good well well good little characters great time time much people well well really great good people really mildred get even good people little time people people even even well two get even much characters really well time well good even much well really characters people great best braveheart good good really two get time get get much much much characters really great best war even really best great good best good get much good really really good great time good first good good well time good well even really well well best even even roy really much good great 
neg,much man even really much bad bad really time much bad time first really time people much good people time really could end plot time much much even time even even make really really even much get people plot plot time time people make get get even make even good good people bad even make bad really people bad make people time first get even much much good get bad people bad man bad get good good real people plot really really time make even really plot really get time time get even people plot bad bad even end much bad really time bad much people bad really time get people even plot even much get 
pos,time get great great characters great great well people even time great good good good father good great much characters good well back characters little good characters people philip people time really great get good characters great get father really really really best get love great even even great good time people time jimmy well little great little time good much characters good good characters good even best good little little war great characters good well people mildred good great really much even really characters great even well get love good time good really people great time really great good good much little time much first great best even well good characters really great really little great even time get 
pos,good even characters much rob well much well much much even really really well get even good time back even really best well really well well time even best good time good people get good characters great characters best time get get even time great war great best love much time even people good much characters little well first best much really get get really best much much even well time rob well great much characters even great much good great time much much great cunningham well good people even really get people characters great well best human time much even great time great people time even much really much well even well rob time time time well 
neg,good even good could make even good even good people really plot even people good really never good people bad plot even even people plot make make bad much never make time even good get even time even bad even make bad bad even bad bridget get bad really time time good good much good man even people man plot time bad could plot time people bad much good make even bad people end really good people really people people people make even good really plot make could never bad get much people even well good bad make time even get much even people even even bad people time get bad time bad 
pos,great good get much get great time little really much really well little even roy get get time well much time best even even great really first really time much well great good well people best great even good good well really much great really even great even good really much really much even time best best well much time get get time great time really get characters well well well much characters braveheart great much good good well even well even really time really well even even well much people really great well much time back good good time really time really much even much little go little good time philip get good great much time great even really time well time 
pos,good great even good well get little people even much much good get much good really much jimmy much father even even really time time little well get good good well time characters roy much little really well little get time even much well good time people back get great little people well cunningham really well much best cunningham little great people really good great little really good good even time great well good well even even well great war get first time characters even well really time great characters even well great great time get good well time great get well even time 
pos,much great really men really get really really really get really good time good well much time get people get really much much good time great much great get human first much back great get well good get two people first really well well really get time best even get best much good two time good much much great great much get great best characters little really well really time time great much get great best time get really good little time well get well good really good well time time good good time much good well even well even even even time get time time well good really good even good really man time good well people good best men much 
neg,much bad bad good really get make good good really bad people time bad way even bad time good really even people people plot really good time make good even plot good time bad even make could even time people even time bad bad end bridget good get much get really really even bad bad make even people people good two make good little even even bridget make good bad bad really good even time really bad make get even get end bad really bad make much make good even people time good much good good plot make plot could really people plot make time man could end bad end get even really plot much get 
pos,people people really time good good even even great little really much rob even even people much time good get good get much good good really well little back great good people war characters time even good great good much really much best good really people well great get well time get people cunningham get really even time much good braveheart best great much even time get time get get get great rob great time get good even best best great much roy really even good great people great best good characters really great time even much great even much time good get braveheart well love time people really get great little really time time 
neg,even really time bad bad even get much good good people bad bad never good time time good good really time really time much make way bad get good get people people get bad really black time good end even time bad good little time get really even even could man even even people even time people bad much time time bad make little bad could good get even time could black make people time people plot way people time people make bad good good bridget good good good get much time bad bad people good bad bad plot plot bridget bad good really even good make 
neg,time even make much good people bad bad time even good make time even people get get two people plot people good really really good good people well time good get get good even plot really make much much even bad first get really bad even good really bad get good good good even bad good people good bad good good people time make black even plot good bad even bad get good bad good get bad make bad get time even make 
neg,really plot good bad get bad even good even bad really really even plot bad really really people good people bad time make bad much people good good people make get time good really bad much good never get even plot time time much good even really people bad even make bad time even bad make time get much really time good good good bad good much good much even time get bad time even even good people time even good really much time bad really good good time time really bridget bad time make even really really time time time time even people good much get good even 
pos,great even cunningham well great great get well great first really get get best really people much good get great rob really characters little time time good great much even well great time much time characters great well get time much much really really even really get great time time good human time back good good get people characters get great get back great well really well even much great great even really good man get time really get well father get characters best great even really good much even great much much really really time well well people really people really characters good really much time little characters 
pos,good even even people much get human well men really love time time great good mildred man good time time philip much really even well people people well well great people much time good people well well time great great even well even time get time time well good war good little great great characters good much well much get best people good time great great even really best good people time well great time well even even people little much little great much well really little good good much little best little much well even little even really much well roy characters first get good time great good time even even go well well time time father good cunningham great even little even people well good time really good well well even 
pos,war much great well human characters great well much great good even best man good really good really best good much people well well time love time well two great good really time well time best two good much really get good great much best really great great time much time even mildred good people time get two war well even even well good philip even well time good much great people time characters get really get great much characters really back time good time well great people characters good well really well people great time best well even really well philip get characters good great well well good great even time get even time characters time little even time characters great much great 
neg,make man bad bad bad much time good people even good bad even get good even black time plot good much could real plot even make bad even even get good get make make really much good bad even bad make even make end make get good make much people good make time could really much bridget much even even good make get make bad time plot get plot even first get time much really even really bad bad get people even really make make really never real people good time time lugosi good much time good good even get time bad really 
neg,really time get make good really really even get make bad plot time plot people people people even bad make little time get even even good really good time plot good man get bad even even much people time even really make bad time bad people get music really time make really much even make man really good much much make even plot even really make make people even even people good get really time bad even bad really make get bad really good much much get people get make good bad really bad bad people really really get good bad even even people bad 
neg,could time good good good plot bad bad could people plot get good bad much plot good time make bad black plot even get make plot real people real really people bad really even make even plot get time get really time real bad get bad even plot time even much could make time time people good bad bad get time good even make people get make make bad make lugosi could get even plot plot even people really really plot people good bad bad people good bad time really people even even bad even good much bridget much time bad time even even get people way really even people bad bad time good make 
neg,people bad much much really really really really get get plot plot make even even get people good plot people even real time plot time make good people even bad good never make make even really much bad get make really really even really really bad plot even even bad good get really bad much get could much people get much bad never really get bad bad people bad time plot make even even time time time bad make well much plot bad even time plot make get bad make end even bad much really even even even much make good good get good bad good 
pos,time people get even get time great good time great even two much great much good best best well good good great great really time time well little really really well really really great back well first great even good really great best people well well good much well really good good time even get get people people great get great great good well get great get great good people well good characters much really braveheart time time best best really good even good well much great really cunningham time best people time well love good well well well even good even get time two 
neg,time good time time even really people plot get get good people even time good time even people much even people really even time time people bad bad make really bad really really people good never bad time get end much people good end good much bad really much time plot really plot time people good make bad plot bad people much good good much good much get really people make good really make much man really could good good even bad time even make good bad get even make first time time end good even bad bad really way bad really bridget really even good people people really bad bad make bad bad even time real could bad time bad 
neg,could time good even time really people bad bad get time plot good plot bad much good bad good could good good make good much plot bad get bad even even people bad good bad plot could even get get much even even good plot plot plot even people plot get plot time people people much plot much bad get much even make bad time time even make even make way even bad get good bad really plot much even even good even really much even lugosi make bad get time bad even good plot well much really get people bad get much good 
neg,black little good much time much two much make even bad good plot good good good much get good even time much people good good good people plot much even good people really bad make get could much really even get really really much plot even much time plot bad much people make make even make plot time even people good even get bad time good good time time people time good people really bad make even time really plot bad real first get good bad really man really bad plot 
neg,get even good good bad bad bad make even could time time good time even make get bad make make make really much real bad really plot even make people really plot bad time make bad time time bad people people time good bad good bad could two bad good really man even bad people people even time get even time get even make even good much bad bad much really could time bad really even people good even people good good much never people really bad people could even time time even plot get good people people really much get even even much bad 
pos,good great well well great really characters good even really great well well well good much get great even really best best little great even time characters time well best really great really time really good people get even time good great well best really good great get even time well go time first good time well much much time good good time characters good little much even people even good time roy get good good get even good good best good really well well good good much characters great well really good get good even great get little people characters back good good get really rob go good good characters well really good well get 
neg,bad first plot time bad really even much time plot people make get two plot people make bad good really make get could good bad bad good bad really really get even bad bad get make make really much good really really people plot much real good people make people bad even much bad good bad real even even get even time bridget even could much end really really really good get plot make man people get people even get really good much even plot get people even get bad well get never get two really people plot get much even way good bad much bad much plot get good 
neg,even even get bad bad time bad could make never bad make much get bad really even really bad bad even good even get much much end much time bad plot plot people real even real plot really people really could people make bad could really get people really bad plot even get bad make make get time bad good really good really plot plot time get make plot get time even good end much much get much much good even black plot make black get even much people even people make really get even good bad even time really bad could good people bad could even bridget really get bad time really bad good plot plot bad make 
pos,get people characters good really well good time get really really time much good best great even best good much great even much great really get even much get good much characters get best time much much much well time best human even great good best good much well time great good good good get time great good great even get really good good little well even even first good people go good little even great well great good best characters characters time characters well even little back great good best well time time really good time great good really time good great even philip well time people go characters get good little really people get much characters time characters great good great time mildred 
pos,even even even even first best really people much two time best good time really good well time little first time get well well much rob much good great little even time really good well good time time good best first two great people good best much great time little best good really best time much great time good time much people well well get well characters time good good time great much characters great get good much characters little well even time best get much really even much great really good love good people really best people well great good great much time much time philip get human time get get great time good good characters well great much time great really well great good get time even 
pos,much really good back much really much really time jimmy even people good characters great really good get much people time people even good really well even good well good get really good people great well men people get great great little characters men little great well time good well get even really well much good really much time little well good much characters really little good good well much good characters get great characters best well characters even good well good well really much really great characters characters time good good really time really good characters time great even people really even well good even great people good well much braveheart great really 
neg,good even good even really get time plot really people bad good really plot even really plot bad much get good even people get much even good really good get time much time even bad people even even make time get even man even bad really people bad good make plot really people time make get people get bad good time make plot get make good really make plot make bad plot plot people really bad good plot make bridget people way time way even people make really really make time get make bad make people make even bad even even make really really get make even real good people people really bad time 
neg,make really people plot even really bad time much bad time get time good bad even make even plot bad bad make good people good bad good plot plot people even even plot first make good bad get bad time lugosi people much even really make make time even good end make time man really bad time good plot people real even could make bad good even get get time bad really even people much time good bad good good good really time bad even bad even bad people even people make make plot even could plot bad even could good make bad time time good much 
pos,good much little really great really good get well even well good well time get well even well get well good much good well people get even time war even good little good people much time people man good back even love great roy well much jimmy love well well people great time much even little well really get well get little much great best people time back great great even great great time really time even much time time get really philip good mildred philip really time good philip good go much time great even little characters good well good good much get good even much well back much great best good much great much well characters well good really best get really back great really get great really much good good good great well best time 
pos,well great time well much well get good great good go really good really well little great well even even well get get really even well good good good much much characters great man people time really get man good much good time best good characters time good even well great best time great great really characters time good time great good much great good good well get father really good much people great great good get characters well time great good get get well much really little well even characters people time good get characters really much time well great characters good time much good people really time get great time great good time get much little even even much good time get time little much get rob great great father well first little really 
pos,really much really well love great much well characters characters great good little first time much get well well get great people really time mildred really really well even human much really great best war first well really characters people much little time well really great even really really time much great love well get good really good really really good time much war get well great even time great people time really great jimmy even much good even much characters people time much get good time even well really great much really characters little really really time get well get great get even time well well good great get men well get time man well even 
neg,even plot bad lugosi good even really bad make time plot time good bad people good make much plot people much really much really could time really people bad bad plot get bridget bad good bad get people even good time way even much time much get two much bad good good plot good even even people could way people never even time people people plot make even good people people make good time really much much really time end even even really get really time time much really bad much two good even bridget bad much much plot time people much even get time even even make people even time really even lugosi get plot good good could bad even plot people bad time good 
neg,get even get people even bad lugosi really good plot plot much time bridget really even could plot good really good people time make time time people bad time bad people much really really bridget two even good even really people people make first really much good make get bad get people really people bad time much bad bad even time people bad get bad get much even bad even even really plot even plot black good black get make lugosi bad time really people get good time even people really people could even people time people much people time make first people time 
pos,much best great great good characters good time well time time really good great even well much best much time good characters well well much really characters really much good people good cunningham even time good great good people great get even people good get good get good rob man get great great good well best much really get first get best people time time well really much really really great good get good characters really time even time much time time go great even time get great even good really much great best much people get well even great much even best time well really even good well good much good really time well 
pos,good good much get great really really get great time really father people characters much really good great well good much even well even well time get little great time good get good time time back even time time good first love characters little time characters really much really characters best good even even good even well time even really characters time time great great first really man time even even well characters time well really time time really much good characters get time even even much two best little well great get great time characters time good really well much best braveheart time characters great time much well good war get time even get well 
pos,even well well great braveheart well really love much well well much even much get good rob well good really good time well really people best time even time time even characters time even well even characters time well characters cunningham back human jimmy good much even great really even get characters best little really human really really even great time characters really even great characters great little well good even time time even great really time time get good even time philip good good characters good even back little well well even really get good great good people best mildred man good braveheart time time well even really time good get much 
pos,well get really well even time much even well good great much really time time well great man well even even good well well get characters people best first well people get well even well time great well well well great best even really people get get great best go war little get time really man time great good well really people well time even really really really really time well go even well get people well really great much well well good well mildred best well well well much much even good time time really good good even time great well great time people much people great really well best even great roy great good get really much even 
neg,plot never bad people bad good never get bad plot get first good much make really really lugosi bad much good people good two plot really bad really really plot bad plot little bad even even people lugosi never bad bad people bad bad good bad make bad bad even bad plot much even time bad get really make make much get really bad bad plot way make even even could get time good good plot time get time much good make even plot really good time good people people good bad time time get bad time make bad 
neg,plot bad people really get plot really plot good people people good bad bad bad bad little even even time bad even even lugosi bad really good get people plot really bad bad people bad bad get good get even even much bad bad make good even bad bad really people get people bad time bad good even much time really people really much time bad plot bad plot really get really people bad plot time make bad make good plot bad really time little people good good people much bad people people get bad people even even people never people good bad people bad get people much people people even get plot people 
neg,much get good people well end much good people first good bad people good make even little make much really time much good make bad time make get bad even plot time black time much bad people really time really good much never make good even make plot much much good even much good get first plot bad much good bad time even black time time people really good way much time people get plot plot good time good time make even bad good people people good black good never get even good really even good much make much bad even good people time people much good much really good good could really end bridget people really bad even people even people 
neg,good time get bad first time much people bad even bad plot people bad time get even really even really time get much bad bad get get good even really time bad make bad bad plot time could two good even even time time bad time good make really lugosi really even little bad really could even plot people bad make even make really plot make time make bad plot plot really good could bad really even plot good get bad lugosi good even lugosi bad good time make people bad plot make really could time good get way get plot good black bad bad plot much man make good bad bad even good good even make really even even plot bad make people bad time plot people plot bad make good much get bridget first bridget people bad much time even get much bad 
pos,well roy really really well time really well good time people time characters even time even time good much good great well war even get best time great great even much much good good people even good time time much even much even get well characters great little much much good get get even rob people best best time well great good people great much really best even time even much braveheart well time really well great go well little people people roy get much good time much really great really well good good time great time even well back time really even characters mildred well two time even characters great well great well well great love characters time 
pos,characters even good great well much well good little great even great really really get even well well time good characters people really good time good much good even really great time great people great go well much man great great really people best time well time much time well time best well good really time even great good great great much even really well good get great great good people time get much well much well really great get great really characters even time good best characters great really well little even little really time get great well time get good best get 
neg,good really good even good get really time bad much plot bad real make good little get plot even even even plot much even bad even plot much good good really good time make plot plot even make get even much time even plot much people get could never good end even people make get people could bad get real much way good get bad time good plot bad time even really plot little people bad get much well plot get good people people even music good much good much get get man time never good good good good people plot plot 
pos,people much much even much well great little time time characters really time well well great well even really great even war great even good good best get well good much much well even best time best good really get even much first much even mildred time back characters much well good love much back time love even time much good good best well well get well great little people time best good time well great get even well really good great good good well even people good much characters best get well time time good much really great get people really get time good time characters good even love much time even great even get time first well even time great 
neg,plot bad make get could bad even even really bad people even really even even make bad people much even make good get get people people good get even even bridget much even even really bad even bad get good even time really even even time much people plot good bad even even time little people people plot end even people really good make time good end even bad bad make much good make even end time bad bad plot even good good get people time really good even even plot get even get much bad really 
neg,even much first time really much time good make well people really get good get plot good people get bad real time even good even time really really really really much time people people plot make get people lugosi even good lugosi much time good good even good time really get people even bad even time bad bad even much bad good little bad much plot music people could good really time much even much way really bad good good make good even good really good even really good bad much plot bridget make bad even time two people people even bad bad bad really really bad good good time even end could could 
pos,mildred good little even really much great characters best great great much really first much good good characters even even well much time much even even good even people even good best philip great first good really get much great good little good much get get best good good well well get even really time people even time good good great best get cunningham little much time cunningham good well great little much best time human time get get even really really well best great little great time really well much get time well good little great great good well great get really rob time well much people great even characters characters great good good even little great 
neg,good even good time really much bad time much time good bad bad much time much even really bad time even really make time plot bridget time get good could bad people get people even first time make bad make bad get time even much people good even people end bad bad plot even bad really plot even people time even really make way much people much even time really people bad bad bad man time bad time even first really bad bad make music even plot really even good good time bad bad much time first first good bad bad 
neg,get people bad really make get bad bad get people make time good people bad plot bad time bad time time first even make time make plot get get people people make really really good get really people plot people plot good good two much get much bad even really really good really get good first really first make bad really get even bad really first time even really make good good people much make bad much much much even well good much people really good good plot man even even time get real plot people really really time people really even even time plot really get people time much really even really 
pos,time well really characters time well get time well good philip great great well much get time well great time good well much great philip much much much much get good even little great characters good good well really really little get good really good get mildred first great time good mildred much get even well best people best much good little great good good first love time good well get time little time even good time time really get good great well even get well great even time good time great great get much time well well well great little little 
